Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info on Hospitalizations,Deaths,Info on Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type,Animal Type Specify,Water Status
2003,7,ID,Food,,,,Private home/residence,11,,,,,pasta-based salads unspecified,,Multiple,,,,,
2003,12,VA,Food,Salmonella enterica,Typhimurium,Confirmed,Other,59,2,,0,,"beef, other",,Beef,,,,,
2003,12,ID,Food,Norovirus Genogroup I,,Confirmed,Private home/residence,9,,,,,"sausage, pork",,Pork,,,,,
2003,12,PA,Food,,,,Restaurant - other or unknown type,7,0,,0,,,,,,,,,
2003,6,OH,Food,Salmonella enterica,Saintpaul,Confirmed,Hospital,5,,,,,,,,,,,,
2003,5,OH,Food,,,,Restaurant - other or unknown type,5,,,,,"chicken, other",,Chicken,,,,,
2003,6,OH,Food,Norovirus Genogroup I,,Suspected,Other,93,0,,0,,,,,,,,,
2003,12,PA,Food,Salmonella enterica,Heidelberg,Confirmed,Restaurant - other or unknown type,6,2,,0,,,,,,,,,
2003,8,OH,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,13,3,,0,,,,,,,,,
2003,8,OH,Food,Bacillus cereus,,Confirmed,Restaurant - other or unknown type,11,0,,0,,"rice, white; fried rice, unspecified",,Multiple,,,,,
2003,3,OH,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,27,1,,0,,,,,,,,,
2003,1,OH,Food,,,,Other,5,0,,0,,"cake, unspecified; ice cream, commercial",,Multiple,,,,,
2003,2,OH,Food,,,,Restaurant - other or unknown type,4,0,,0,,"pizza, meat and vegetable",,Multiple,,,,,
2003,2,OH,Food,,,,Restaurant - other or unknown type,2,,,0,,,,,,,,,
2003,2,OH,Food,Other - Chemical/Toxin,,Suspected,Restaurant - other or unknown type,7,0,,0,,milkshake,,Multiple,,,,,
2003,3,OH,Food,,,,Restaurant - other or unknown type,2,0,,0,,,,,,,,,
2003,4,OH,Food,,,,Restaurant - other or unknown type,3,0,,0,,"pizza, unspecified",,Multiple,,,,,
2003,3,OH,Food,,,,Restaurant - other or unknown type,3,0,,0,,"sandwich, submarine",,Multiple,,,,,
2003,5,OH,Food,,,,Restaurant - other or unknown type,13,,,,,,,,,,,,
2003,9,MO,Food,Salmonella enterica,Typhimurium,Suspected,Restaurant - other or unknown type; Private home/residence; Grocery store,8,,,,,,,,,,,,
2003,8,GA,Food,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,3,0,,0,,alligator,,Game,,,,,
2003,9,FL,Food,Salmonella enterica,Saintpaul,Suspected,Private home/residence,14,0,,0,,"beef, bbq",,Multiple,,,,,
2003,8,CA,Food,Salmonella enterica,Typhimurium,Confirmed,Grocery store; Other,50,7,,0,,"queso fresco, unpasteurized",cheese,Dairy,,,,,
2003,11,CA,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type; Other,11,0,,0,,,,,,,,,
2003,1,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Restaurant - other or unknown type; Caterer (food prepared off-site from where served); Fair, festival, other temp or mobile services; Other",20,3,,0,,alfalfa sprouts,,Sprouts,,,,,
2003,4,MO,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,3,3,,0,,,,,,,,,
2003,8,Multistate,Food,Hepatitis A,,Confirmed,Restaurant - other or unknown type,935,,,,,green onion/scallion,,Vegetable Row Crops,,,,,
2002,1,MD,Food,Staphylococcus aureus; Bacillus cereus,,Suspected; Suspected,Restaurant - other or unknown type,3,0,,0,,"bread, garlic bread",,Multiple,,,,,
2002,1,MN,Food,Bacillus cereus,,Confirmed,Restaurant - other or unknown type,6,0,,0,,"pizza, meat",,Multiple,,,,,
2002,1,IL,Food,,,,Restaurant - other or unknown type,4,0,,0,,,,,,,,,
2002,1,IL,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,32,0,,0,,,,,,,,,
2002,1,MD,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,3,0,,0,,,,,,,,,
2002,1,IL,Food,,,,Restaurant - other or unknown type,3,0,,0,,,,,,,,,
2002,1,TN,Food,Norovirus unknown,,Confirmed,Restaurant - other or unknown type,11,0,,0,,"cheese, unspecified; tomato, unspecified; lettuce, unspecified",,Multiple,,,,,
2002,1,TN,Food,Staphylococcus aureus,,Confirmed,Restaurant - other or unknown type,8,0,,0,,"salsa, unspecified; beef, unspecified; beans, unspecified",,Multiple,,,,,
2002,1,MN,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type; Caterer (food prepared off-site from where served),40,0,,0,,coleslaw,,Multiple,,,,,
2002,1,MN,Food,Astrovirus,,Confirmed,Restaurant - other or unknown type,14,0,,0,,,,,,,,,
2002,1,FL,Food,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,3,0,,0,,chicken salad,,Multiple,,,,,
2002,1,FL,Food,,,,Restaurant - other or unknown type,2,0,,0,,shrimp dishes unspecified,,Multiple,,,,,
2002,1,IL,Food,Norovirus Genogroup II,other,Confirmed,Restaurant - other or unknown type,15,0,,0,,,,,,,,,
2002,1,FL,Food,,,,Restaurant - other or unknown type,2,,,,,"sandwich, roast beef; tuna, unspecified",,Multiple,,,,,
2002,1,MD,Food,,,,Restaurant - other or unknown type,2,0,,0,,,,,,,,,
2002,1,MD,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,63,0,,0,,,,,,,,,
2002,1,FL,Food,Norovirus Genogroup I,,Suspected,Private home/residence,13,0,,,,"ham, other",,Pork,,,,,
2002,1,MN,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,15,0,,0,,"strawberries; melon, unspecified; pineapple, unspecified",,Fruits,,,,,
2002,1,MN,Food,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,6,0,,0,,"ethnic style, unspecified",,Unclassifiable,,,,,
2002,1,IL,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,2,0,,0,,,,,,,,,
2002,1,CT,Food,Norovirus unknown,,Confirmed,Caterer (food prepared off-site from where served),113,1,,0,,"sandwich, deli",leafy green,Vegetable Row Crops,,,,,
2002,1,TN,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type; Private home/residence; Grocery store; Religious facility,12,1,,0,,,,,,,,,
2002,1,IL,Food,,,,Other,2,0,,0,,,,,,,,,
2002,1,IL,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,22,0,,0,,"fish eggs, unspecified",,Fish,,,,,
2002,1,IL,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,130,36,,0,,,,,,,,,
2002,2,TN,Food,,,,Restaurant - other or unknown type,4,0,,0,,,,,,,,,
2002,1,TN,Food,,,,Caterer (food prepared off-site from where served),16,0,,0,,,,,,,,,
2002,1,MD,Food,,,,Other,6,0,,0,,,,,,,,,
2002,1,FL,Food,,,,Restaurant - other or unknown type,2,,,,,"eggs, scrambled",,Eggs,,,,,
2002,1,FL,Food,,,,Other,5,3,,,,"sausage, italian",,Multiple,,,,,
2002,1,FL,Food,,,,Restaurant - other or unknown type,2,,,,,"seafood dish, unspecified",,Multiple,,,,,
2002,1,FL,Food,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,2,,,,,"plantains, unspecified",,Fruits,,,,,
2002,1,FL,Food,,,,Grocery store,6,,,,,"pork, roasted",,Pork,,,,,
2002,1,IL,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,5,,,0,,,,,,,,,
2002,1,FL,Food,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,7,0,,0,,"steak, prime rib",,Beef,,,,,
2002,1,FL,Food,,,,Restaurant - other or unknown type,5,,,,,"steak, prime rib; potato, mashed",,Multiple,,,,,
2002,1,FL,Food,,,,Restaurant - other or unknown type,3,,,,,"squid, fried",,Multiple,,,,,
2002,1,FL,Food,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,2,,,,,"sandwich, turkey",,Multiple,,,,,
2002,1,CA,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type; Caterer (food prepared off-site from where served),25,1,,,,,,,,,,,
2002,2,MD,Food,,,,Restaurant - other or unknown type,4,,,,,"shrimp, fried",,Multiple,,,,,
2002,1,NC,Food,Staphylococcus aureus,,Confirmed,Restaurant - other or unknown type,18,0,,0,,"pork, bbq",,Multiple,,,,,
2002,2,CO,Food,Clostridium perfringens; Bacillus cereus,,Confirmed; Confirmed,Private home/residence,23,,,,,"rice, spanish; refried beans, unspecified",,Multiple,,,,,
2002,2,IL,Food,Norovirus Genogroup I,GI.1,Confirmed,School/college/university,69,0,,0,,,,,,,,,
2002,2,IL,Food,,,,Restaurant - other or unknown type,2,0,,0,,,,,,,,,
2002,2,MD,Food,,,,Restaurant - other or unknown type,3,0,,0,,"chicken, other",chicken,Chicken,,,,,
2002,1,MA,Food,Salmonella enterica,Typhimurium var Cope,Confirmed,Restaurant - other or unknown type,10,0,,0,,"mushrooms, unspecified",,Fungi,,,,,
2002,2,TN,Food,,,,Restaurant - other or unknown type,4,0,,0,,,,,,,,,
2002,2,MD,Food,,,,Restaurant - other or unknown type; Office/indoor workplace,12,0,,0,,,,,,,,,
2002,2,MD,Food,,,,Caterer (food prepared off-site from where served),10,0,,0,,,,,,,,,
2002,2,MD,Food,Norovirus Genogroup II,unknown,Confirmed,Grocery store,5,0,,0,,,,,,,,,
2002,2,MD,Food,,,,Restaurant - other or unknown type,3,,,,,,,,,,,,
2002,2,MD,Food,,,,Restaurant - other or unknown type; Grocery store,5,,,,,"sandwich, turkey; caesar salad",,Multiple,,,,,
2002,1,FL,Food,,,,Restaurant - other or unknown type,3,,,,,"ground beef, sloppy joe",,Beef,,,,,
2002,1,FL,Food,Salmonella enterica,,Suspected,Restaurant - other or unknown type,2,1,,,,"beef, other; pork, unspecified; broccoli, unspecified",,Multiple,,,,,
2002,1,FL,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,3,,,,,"cherry tomato; iceberg lettuce, unspecified",,Multiple,,,,,
2002,1,FL,Food,Bacillus cereus,,Suspected,Restaurant - other or unknown type,2,2,,,,"rice, yellow",,Grains-Beans,,,,,
2002,2,HI,Food,Ciguatoxin,,Confirmed,Private home/residence,4,0,,0,,unknown fish,,Fish,,,,,
2002,2,CT,Food,Salmonella enterica,Enteritidis,Confirmed,Long-term care/nursing home/assisted living facility,3,0,,0,,,,,,,,,
2002,3,MN,Food,Staphylococcus aureus; Bacillus cereus; Clostridium perfringens,,Confirmed; Confirmed; Confirmed,Restaurant - other or unknown type,45,0,,0,,"chicken, unspecified; refried beans, unspecified",,Multiple,,,,,
2002,3,FL,Food,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,2,,,,,chicken fried rice,,Multiple,,,,,
2002,2,IL,Food,,,,Restaurant - other or unknown type,2,0,,0,,,,,,,,,
2002,2,IL,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,7,0,,0,,"salad, unspecified",,Multiple,,,,,
2002,3,IL,Food,Norovirus Genogroup I,unknown,Suspected,Office/indoor workplace,56,0,,0,,,,,,,,,
2002,2,FL,Food,,,,Other,4,0,,0,,blue cheese dressing,sauces/ dressings,Multiple,,,,,
2002,2,FL,Food,,,,Other,6,0,,0,,"nuts, unspecified",nuts,Nuts-Seeds,,,,,
2002,3,MD,Food,,,,Restaurant - other or unknown type,3,,,,,,,,,,,,
2002,3,MN,Food,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,4,0,,0,,"refried beans, unspecified",,Multiple,,,,,
2002,1,FL,Food,,,,Restaurant - other or unknown type,2,,,,,"steak, other",,Beef,,,,,
2002,2,IL,Food,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant - other or unknown type,5,0,,0,,,,,,,,,
2002,2,IL,Food,Norovirus Genogroup I,,Suspected,Private home/residence,8,0,,0,,,,,,,,,
2002,1,CO,Food,Salmonella enterica,Newport,Confirmed,Restaurant - other or unknown type,3,2,,,,"chicken, fried",,Multiple,,,,,
2002,3,TN,Food,Salmonella enterica,Heidelberg,Suspected,Private home/residence,18,0,,0,,"egg-containing food, other",,Multiple,,,,,
2002,3,IL,Food,,,,Restaurant - other or unknown type,3,0,,0,,,,,,,,,
2002,3,IL,Food,Norovirus Genogroup II,unknown,Suspected,Private home/residence,4,,,,,,,,,,,,
2002,3,IL,Food,,,,Caterer (food prepared off-site from where served),10,,,,,"sandwich, unspecified",,Multiple,,,,,
2002,2,TN,Food,Clostridium perfringens,,Confirmed,Restaurant - other or unknown type,44,0,,0,,"ground beef, unspecified",,Beef,,,,,
2002,3,MD,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,17,0,,0,,,,,,,,,
2002,1,FL,Food,Other - Chemical/Toxin,,Suspected,Restaurant - other or unknown type,6,,,,,"tortilla, unspecified",,Multiple,,,,,
2002,2,FL,Food,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,8,,,,,"pork, bbq",,Multiple,,,,,
2002,2,FL,Food,Vibrio parahaemolyticus,,Suspected,Restaurant - other or unknown type,2,,,,,"scallops, baked; shrimp, steamed",,Multiple,,,,,
2002,3,IL,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,10,0,,0,,,,,,,,,
2002,2,FL,Food,Campylobacter jejuni,,Confirmed,Caterer (food prepared off-site from where served),8,,,,,"chicken, bbq",,Multiple,,,,,
2002,3,MD,Food,,,,Restaurant - other or unknown type,2,0,,0,,,,,,,,,
2002,2,CT,Food,Salmonella enterica,Newport,Confirmed,Private home/residence,8,3,,0,,grape tomato,,Seeded Vegetables,,,,,
2002,3,NC,Food,,,,Restaurant - other or unknown type,50,0,,0,,,,,,,,,
2002,1,NM,Food,Yersinia enterocolitica,,Confirmed,Grocery store; Other,4,0,,0,,ham salad,pork,Pork,,,,,
2002,2,HI,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,4,0,,0,,"chicken, unspecified",chicken,Chicken,,,,,
2002,1,HI,Food,Ciguatoxin,,Confirmed,Private home/residence,2,0,,0,,"fish, ulua, unspecified",,Fish,,,,,
2002,2,HI,Food,,,,Restaurant - other or unknown type,2,0,,0,,,,,,,,,
2002,2,GA,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,11,1,,0,,,,,,,,,
2002,3,FL,Food,,,,Restaurant - other or unknown type,7,,,,,speciality salads unspecified,,Multiple,,,,,
2002,3,MN,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,9,0,,0,,"sandwich, submarine",,Multiple,,,,,
2002,3,IA,Food,Norovirus Genogroup I,GI.1,Confirmed,School/college/university,116,0,,0,,"sandwich, chicken",bread,Multiple,,,,,
2002,2,WA,Food,,,,Restaurant - other or unknown type,2,0,,0,,"turkey, roasted",,Turkey,,,,,
2002,1,WA,Food,,,,Restaurant - other or unknown type,2,0,,0,,"refried beans, unspecified",,Multiple,,,,,
2002,2,WA,Food,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,4,0,,0,,"pizza, meat",,Multiple,,,,,
2002,1,WA,Food,,,,Restaurant - other or unknown type,5,0,,0,,"ethnic style, unspecified",,Unclassifiable,,,,,
2002,1,WA,Food,,,,Restaurant - other or unknown type,2,0,,0,,"oysters, raw",,Mollusks,,,,,
2002,1,WA,Food,Campylobacter jejuni,,Confirmed,Private home/residence,2,0,,0,,"whole milk, unpasteurized",,Dairy,,,,,
2002,3,MD,Food,,,,Restaurant - other or unknown type,3,2,,0,,"taco, beef",,Multiple,,,,,
2002,3,TN,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type; Private home/residence; Other,25,0,,0,,,,,,,,,
2002,3,MD,Food,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,5,,,,,"pizza, meat",chicken,Chicken,,,,,
2002,2,GA,Food,,,,Other,13,0,,0,,,,,,,,,
2002,4,IL,Food,Norovirus Genogroup I,unknown,Suspected,Restaurant - other or unknown type,6,0,,0,,,,,,,,,
2002,4,MD,Food,,,,Restaurant - other or unknown type,4,,,,,"pizza, meat",,Multiple,,,,,
2002,4,MD,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,6,0,,0,,,,,,,,,
2002,3,FL,Food,,,,Restaurant - other or unknown type,2,,,,,"ground beef, hamburger; sandwich, chicken",,Multiple,,,,,
2002,2,FL,Food,,,,Restaurant - other or unknown type,3,,,,,"chicken, buffalo wings",,Multiple,,,,,
2002,3,FL,Food,,,,Restaurant - other or unknown type,4,,,,,"chicken, fried",,Multiple,,,,,
2002,3,FL,Food,,,,Restaurant - other or unknown type,2,,,,,house salad,,Multiple,,,,,
2002,3,FL,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,18,0,,,,multiple foods,,Unclassifiable,,,,,
2002,3,FL,Food,Vibrio parahaemolyticus,,Suspected,Restaurant - other or unknown type,2,,,,,shrimp salad,,Multiple,,,,,
2002,3,MN,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,44,0,,0,,"sandwich, submarine",,Multiple,,,,,
2002,3,FL,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,5,,,,,greek salad,,Multiple,,,,,
2002,3,FL,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,3,2,,,,"iceberg lettuce, unspecified",,Vegetable Row Crops,,,,,
2002,3,FL,Food,Bacillus cereus,,Suspected,Restaurant - other or unknown type,2,,,,,"noodles, unspecified",,Multiple,,,,,
2002,3,FL,Food,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,4,,,,,"potato, fried; french fries",,Root/Underground,,,,,
2002,3,FL,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,2,,,,,"sandwich, turkey",,Multiple,,,,,
2002,4,TN,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type; Private home/residence; Grocery store,26,2,,0,,,,,,,,,
2002,4,TN,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,11,0,,0,,,,,,,,,
2002,4,MD,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,10,,,,,,,,,,,,
2002,3,MD,Food,,,,Restaurant - other or unknown type,3,0,,0,,,,,,,,,
2002,3,FL,Food,Rotavirus,,Suspected,Restaurant - other or unknown type,2,0,,0,,"conch, unspecified",conch,Mollusks,,,,,
2002,4,NH,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,9,0,,0,,"guacamole, unspecified",,Multiple,,,,,
2002,4,FL,Food,Other - Chemical/Toxin,,Suspected,Restaurant - other or unknown type,2,0,,0,,multiple foods,,Unclassifiable,,,,,
2002,4,FL,Food,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,2,0,,0,,"chips, tortilla",,Multiple,,,,,
2002,4,NY,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,14,,,,,macaroni salad; potato salad,,Multiple,,,,,
2002,4,FL,Food,Campylobacter jejuni,,Suspected,Restaurant - other or unknown type,4,1,,,,"chicken, buffalo wings",,Multiple,,,,,
2002,4,HI,Food,Ciguatoxin,,Confirmed,Private home/residence,5,0,,0,,"fish, grouper, unspecified",,Fish,,,,,
2002,2,FL,Food,,,,Restaurant - other or unknown type,8,0,,0,,"rice, white; beef, unspecified",,Multiple,,,,,
2002,4,IL,Food,,,,Restaurant - other or unknown type,2,0,,0,,,,,,,,,
2002,4,IL,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,18,0,,0,,,,,,,,,
2002,4,IL,Food,,,,Restaurant - other or unknown type,2,0,,0,,,,,,,,,
2002,4,IL,Food,,,,Restaurant - other or unknown type,2,0,,0,,,,,,,,,
2002,4,IL,Food,Norovirus Genogroup I,GI.1,Confirmed,Restaurant - other or unknown type,2,0,,0,,,,,,,,,
2002,4,MN,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,2,0,,0,,"poultry, unspecified",,Multiple,,,,,
2002,2,FL,Food,,,,Restaurant - other or unknown type,2,,,,,"fish, grouper, unspecified",fin fish,Fish,,,,,
2002,4,FL,Food,Salmonella enterica,,Suspected,Restaurant - other or unknown type,4,,,,,"chicken, fried",chicken,Chicken,,,,,
2002,4,IL,Food,,,,Restaurant - other or unknown type,5,,,,,taco or nacho salad,,Multiple,,,,,
2002,4,IL,Food,,,,Restaurant - other or unknown type,4,0,,0,,,,,,,,,
2002,3,FL,Food,Clostridium perfringens,,Suspected,Restaurant - other or unknown type; Caterer (food prepared off-site from where served),10,0,,0,,"pork, bbq",pork,Pork,,,,,
2002,3,IL,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,17,5,,0,,,,,,,,,
2002,4,MN,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,2,0,,0,,"sandwich, other specialty",,Multiple,,,,,
2002,3,FL,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,9,0,,0,,rolls; butter; ice,,Multiple,,,,,
2002,4,IL,Food,,,,Restaurant - other or unknown type,4,0,,0,,,,,,,,,
2002,4,IL,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,12,0,,0,,,,,,,,,
2002,2,FL,Food,,,,Restaurant - other or unknown type,29,0,,0,,,,,,,,,
2002,2,FL,Food,Salmonella enterica,Group B,Suspected,Other,2,1,,0,,"sandwich, other specialty",,Multiple,,,,,
2002,3,FL,Food,,,,Restaurant - other or unknown type,4,0,,0,,,,,,,,,
2002,4,MD,Food,,,,Restaurant - other or unknown type,2,,,,,,,,,,,,
2002,5,MD,Food,Scombroid toxin,,Suspected,Restaurant - other or unknown type,3,,,,,"tuna, unspecified",,Fish,,,,,
2002,5,MN,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,6,0,,0,,"sandwich, deli",,Multiple,,,,,
2002,4,IA,Food,Norovirus unknown,,Confirmed,Restaurant - other or unknown type,41,1,,0,,chicken salad,,Multiple,,,,,
2002,4,CO,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,14,,,,,,,,,,,,
2002,3,FL,Food,,,,Restaurant - other or unknown type,2,,,,,"chicken, nuggets/fingers",,Multiple,,,,,
2002,4,FL,Food,,,,Restaurant - other or unknown type,3,,,,,skipjack tuna,,Fish,,,,,
2002,4,FL,Food,,,,Restaurant - other or unknown type,2,,,,,"cream sauce, unspecified",,Multiple,,,,,
2002,4,FL,Food,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,2,,,,,"rice, unspecified; chicken, baked; black beans",,Multiple,,,,,
2002,4,MD,Food,Salmonella enterica,unknown,Suspected,Restaurant - other or unknown type,2,1,,0,,caesar salad,leafy green,Vegetable Row Crops,,,,,
2002,4,AL,Food,,,,Unknown,5,,,,,"chicken, nuggets/fingers; french fries",,Multiple,,,,,
2002,4,HI,Food,Ciguatoxin,,Confirmed,Private home/residence,4,0,,0,,royal seabass,fin fish,Fish,,,,,
2002,5,MD,Food,Norovirus Genogroup I; Vibrio parahaemolyticus,,Suspected; Suspected,Restaurant - other or unknown type; Other,21,0,,,,seafood newberg,,Multiple,,,,,
2002,4,AL,Food,,,,Private home/residence,4,,,,,,,,,,,,
2002,5,MN,Food,Norovirus Genogroup I,,Confirmed,Private home/residence,9,0,,0,,"fruit punch, unspecified",,Other,,,,,
2002,5,FL,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,10,,,,,,,,,,,,
2002,5,MD,Food,,,,Restaurant - other or unknown type,3,0,,0,,,,,,,,,
2002,3,FL,Food,,,,Restaurant - other or unknown type,2,,,,,"pizza, vegetable",,Multiple,,,,,
2002,5,IL,Food,,,,Restaurant - other or unknown type,2,0,,0,,,,,,,,,
2002,4,IL,Food,,,,Restaurant - other or unknown type,2,0,,0,,,,,,,,,
2002,5,IL,Food,Salmonella enterica,Enteritidis,Confirmed,Other,8,0,,0,,,,,,,,,
2002,5,IL,Food,,,,Restaurant - other or unknown type,2,0,,0,,,,,,,,,
2002,5,Washington DC,Food,,,,Restaurant - other or unknown type,3,0,,0,,"sandwich, chicken; pork, roasted",,Multiple,,,,,
2002,4,Washington DC,Food,Staphylococcus aureus,,Confirmed,Other,8,0,,0,,"other cheese, pasteurized; honeydew melon; potato, fried",cheese; melon; root (eg. potato),Multiple,,,,,
2002,2,Washington DC,Food,Norovirus Genogroup I,,Suspected,Other,23,0,,0,,,,,,,,,
2002,5,MN,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,18,0,,0,,"fajita, chicken",,Multiple,,,,,
2002,5,AL,Food,,,,Restaurant - other or unknown type,2,0,,0,,"ground beef, hamburger",,Beef,,,,,
2002,5,FL,Food,,,,Restaurant - other or unknown type,2,,,,,shrimp scampi,,Crustaceans,,,,,
2002,3,FL,Food,Bacillus cereus,,Suspected,Restaurant - other or unknown type,3,,,,,"chicken, fried",,Multiple,,,,,
2002,2,FL,Food,,,,Restaurant - other or unknown type,2,,,,,multiple foods,,Unclassifiable,,,,,
2002,4,FL,Food,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,2,,,,,"pizza, meat",,Multiple,,,,,
2002,3,FL,Food,Vibrio parahaemolyticus,,Suspected,Restaurant - other or unknown type,2,,,,,"shrimp, fried",,Multiple,,,,,
2002,4,FL,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,2,,,,,"sandwich, beef",,Multiple,,,,,
2002,5,MD,Food,Salmonella enterica,unknown,Confirmed,Restaurant - other or unknown type,2,0,,0,,"steak, unspecified",,Beef,,,,,
2002,4,FL,Food,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,2,,,,,"beef, bbq; pork, bbq",,Multiple,,,,,
2002,4,FL,Food,,,,Restaurant - other or unknown type,3,,,,,"steak, other",,Beef,,,,,
2002,5,FL,Food,,,,Restaurant - other or unknown type,3,,,,,"seafood soup/stew, unspecified",,Multiple,,,,,
2002,5,FL,Food,,,,Restaurant - other or unknown type,3,,,,,"rice, yellow",,Grains-Beans,,,,,
2002,5,FL,Food,,,,Grocery store,2,,,,,"chicken, roasted",,Chicken,,,,,
2002,4,FL,Food,,,,Restaurant - other or unknown type,6,,,,,chicken fried rice,,Multiple,,,,,
2002,4,MD,Food,,,,Restaurant - other or unknown type; Other,3,0,,0,,,,,,,,,
2002,5,IL,Food,Norovirus Genogroup I,,Suspected,Other,11,0,,0,,,,,,,,,
2002,5,IL,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,215,0,,0,,salad bar,,Unclassifiable,,,,,
2002,5,MD,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,13,0,,0,,,,,,,,,
2002,4,NY,Food,Clostridium perfringens,,Suspected,Restaurant - other or unknown type; Caterer (food prepared off-site from where served),42,,,,,"lasagna, unspecified",,Multiple,,,,,
2002,5,MN,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,27,0,,0,,"sandwich, other specialty",leafy green; vine-stalk eg. tomato,Multiple,,,,,
2002,3,NY,Food,,,,Restaurant - other or unknown type; Caterer (food prepared off-site from where served),8,,,,,,,,,,,,
2002,5,TN,Food,Staphylococcus aureus,,Confirmed,Restaurant - other or unknown type,15,0,,0,,"pork, bbq",,Multiple,,,,,
2002,5,FL,Food,Bacillus cereus,,Suspected,Restaurant - other or unknown type,2,0,,0,,"rice, white",rice,Grains-Beans,,,,,
2002,5,MD,Food,,,,Restaurant - other or unknown type,5,0,,0,,,,,,,,,
